date,timestamp,hour,minute_of_day,day_of_week,is_weekend,station_id,base_demand,modifier,demand_final,station_total,crowd_level,special_event_type,event_flag,holiday_flag,headway_seconds
2025-09-24,2025-09-24 06:15:00,6,375,2,0,S1,0.1157285286165304,1.0,0.1157285286165304,1763,Low,None,0,0,660
2025-09-24,2025-09-24 06:16:00,6,376,2,0,S1,0.1192094902133194,1.0,0.1192094902133194,1817,Low,None,0,0,660
2025-09-24,2025-09-24 06:17:00,6,377,2,0,S1,0.1228388237369676,1.0,0.1228388237369676,1872,Low,None,0,0,660
2025-09-24,2025-09-24 06:18:00,6,378,2,0,S1,0.1266206321804935,1.0,0.1266206321804935,1929,Low,None,0,0,660
2025-09-24,2025-09-24 06:19:00,6,379,2,0,S1,0.130559000939185,1.0,0.130559000939185,1989,Low,None,0,0,660
2025-09-24,2025-09-24 06:20:00,6,380,2,0,S1,0.1346579886225299,1.0,0.1346579886225299,2052,Low,None,0,0,660
2025-09-24,2025-09-24 06:21:00,6,381,2,0,S1,0.1389216174593863,1.0,0.1389216174593863,2117,Low,None,0,0,660
2025-09-24,2025-09-24 06:22:00,6,382,2,0,S1,0.143353863304629,1.0,0.143353863304629,2184,Low,None,0,0,660
2025-09-24,2025-09-24 06:23:00,6,383,2,0,S1,0.1479586452573397,1.0,0.1479586452573397,2255,Low,None,0,0,660
2025-09-24,2025-09-24 06:24:00,6,384,2,0,S1,0.1527398149024943,1.0,0.1527398149024943,2327,Low,None,0,0,660
2025-09-24,2025-09-24 06:25:00,6,385,2,0,S1,0.1577011451900321,1.0,0.1577011451900321,2403,Low,None,0,0,660
2025-09-24,2025-09-24 06:26:00,6,386,2,0,S1,0.1628463189671638,1.0,0.1628463189671638,2481,Low,None,0,0,660
2025-09-24,2025-09-24 06:27:00,6,387,2,0,S1,0.1681789171817805,1.0,0.1681789171817805,2563,Low,None,0,0,660
2025-09-24,2025-09-24 06:28:00,6,388,2,0,S1,0.1737024067768549,1.0,0.1737024067768549,2647,Low,None,0,0,660
2025-09-24,2025-09-24 06:29:00,6,389,2,0,S1,0.1794201282977755,1.0,0.1794201282977755,2734,Low,None,0,0,660
2025-09-24,2025-09-24 06:30:00,6,390,2,0,S1,0.1853352832366127,1.0,0.1853352832366127,2824,Low,None,0,0,660
2025-09-24,2025-09-24 06:31:00,6,391,2,0,S1,0.1914509211393686,1.0,0.1914509211393686,2917,Low,None,0,0,660
2025-09-24,2025-09-24 06:32:00,6,392,2,0,S1,0.1977699265043177,1.0,0.1977699265043177,3014,Low,None,0,0,660
2025-09-24,2025-09-24 06:33:00,6,393,2,0,S1,0.2042950055015683,1.0,0.2042950055015683,3113,Low,None,0,0,660
2025-09-24,2025-09-24 06:34:00,6,394,2,0,S1,0.2110286725459804,1.0,0.2110286725459804,3216,Low,None,0,0,660
2025-09-24,2025-09-24 06:35:00,6,395,2,0,S1,0.2179732367575336,1.0,0.2179732367575336,3321,Low,None,0,0,660
2025-09-24,2025-09-24 06:36:00,6,396,2,0,S1,0.2251307883451509,1.0,0.2251307883451509,3431,Low,None,0,0,660
2025-09-24,2025-09-24 06:37:00,6,397,2,0,S1,0.2325031849518363,1.0,0.2325031849518363,3543,Low,None,0,0,660
2025-09-24,2025-09-24 06:38:00,6,398,2,0,S1,0.2400920380007587,1.0,0.2400920380007587,3659,Low,None,0,0,660
2025-09-24,2025-09-24 06:39:00,6,399,2,0,S1,0.2478986990836146,1.0,0.2478986990836146,3778,Low,None,0,0,660
2025-09-24,2025-09-24 06:40:00,6,400,2,0,S1,0.2559242464341987,1.0,0.2559242464341987,3900,Low,None,0,0,660
2025-09-24,2025-09-24 06:41:00,6,401,2,0,S1,0.2641694715316088,1.0,0.2641694715316088,4025,Low,None,0,0,660
2025-09-24,2025-09-24 06:42:00,6,402,2,0,S1,0.2726348658788909,1.0,0.2726348658788909,4154,Low,None,0,0,660
2025-09-24,2025-09-24 06:43:00,6,403,2,0,S1,0.2813206080041767,1.0,0.2813206080041767,4287,Low,None,0,0,660
2025-09-24,2025-09-24 06:44:00,6,404,2,0,S1,0.2902265507324824,1.0,0.2902265507324824,4422,Low,None,0,0,660
2025-09-24,2025-09-24 06:45:00,6,405,2,0,S1,0.2993522087772962,1.0,0.2993522087772962,4562,Low,None,0,0,660
2025-09-24,2025-09-24 06:46:00,6,406,2,0,S1,0.308696747,1.0,0.308696747,4704,Low,None,0,0,660
2025-09-24,2025-09-24 06:47:00,6,407,2,0,S1,0.3182589673008851,1.0,0.3182589673008851,4850,Medium,None,0,0,660
2025-09-24,2025-09-24 06:48:00,6,408,2,0,S1,0.328037300453194,1.0,0.328037300453194,4999,Medium,None,0,0,660
2025-09-24,2025-09-24 06:49:00,6,409,2,0,S1,0.3380297924974456,1.0,0.3380297924974456,5151,Medium,None,0,0,660
2025-09-24,2025-09-24 06:50:00,6,410,2,0,S1,0.3482340961814215,1.0,0.3482340961814215,5306,Medium,None,0,0,660
2025-09-24,2025-09-24 06:51:00,6,411,2,0,S1,0.3586474612366189,1.0,0.3586474612366189,5465,Medium,None,0,0,660
2025-09-24,2025-09-24 06:52:00,6,412,2,0,S1,0.3692667256288431,1.0,0.3692667256288431,5627,Medium,None,0,0,660
2025-09-24,2025-09-24 06:53:00,6,413,2,0,S1,0.3800883075351398,1.0,0.3800883075351398,5792,Medium,None,0,0,660
2025-09-24,2025-09-24 06:54:00,6,414,2,0,S1,0.3911081980965921,1.0,0.3911081980965921,5960,Medium,None,0,0,660
2025-09-24,2025-09-24 06:55:00,6,415,2,0,S1,0.4023219549954969,1.0,0.4023219549954969,6131,Medium,None,0,0,660
2025-09-24,2025-09-24 06:56:00,6,416,2,0,S1,0.4137246969042016,1.0,0.4137246969042016,6304,Medium,None,0,0,660
2025-09-24,2025-09-24 06:57:00,6,417,2,0,S1,0.4253110988513995,1.0,0.4253110988513995,6481,Medium,None,0,0,660
2025-09-24,2025-09-24 06:58:00,6,418,2,0,S1,0.4370753885499897,1.0,0.4370753885499897,6660,Medium,None,0,0,660
2025-09-24,2025-09-24 06:59:00,6,419,2,0,S1,0.44901134372866,1.0,0.44901134372866,6842,Medium,None,0,0,660
2025-09-24,2025-09-24 07:00:00,7,420,2,0,S1,0.4611122905071874,1.0,0.4611122905071874,7026,Medium,None,0,0,660
2025-09-24,2025-09-24 07:01:00,7,421,2,0,S1,0.4733711028530494,1.0,0.4733711028530494,7213,Medium,None,0,0,660
2025-09-24,2025-09-24 07:02:00,7,422,2,0,S1,0.4857802031543156,1.0,0.4857802031543156,7402,Medium,None,0,0,660
2025-09-24,2025-09-24 07:03:00,7,423,2,0,S1,0.498331564,1.0,0.498331564,7594,Medium,None,0,0,660
2025-09-24,2025-09-24 07:04:00,7,424,2,0,S1,0.5110167107835354,1.0,0.5110167107835354,7787,Medium,None,0,0,660
2025-09-24,2025-09-24 07:05:00,7,425,2,0,S1,0.523826726,1.0,0.523826726,7982,Medium,None,0,0,660
2025-09-24,2025-09-24 07:06:00,7,426,2,0,S1,0.5367522559599717,1.0,0.5367522559599717,8179,Medium,None,0,0,660
2025-09-24,2025-09-24 07:07:00,7,427,2,0,S1,0.5497835137030316,1.0,0.5497835137030316,8378,Medium,None,0,0,660
2025-09-24,2025-09-24 07:08:00,7,428,2,0,S1,0.5629102907232947,1.0,0.5629102907232947,8578,Medium,None,0,0,660
2025-09-24,2025-09-24 07:09:00,7,429,2,0,S1,0.5761219640934566,1.0,0.5761219640934566,8779,Medium,None,0,0,660
2025-09-24,2025-09-24 07:10:00,7,430,2,0,S1,0.5894075072376266,1.0,0.5894075072376266,8981,Medium,None,0,0,660
2025-09-24,2025-09-24 07:11:00,7,431,2,0,S1,0.6027555015877842,1.0,0.6027555015877842,9185,Medium,None,0,0,660
2025-09-24,2025-09-24 07:12:00,7,432,2,0,S1,0.6161541495171976,1.0,0.6161541495171976,9389,Medium,None,0,0,660
2025-09-24,2025-09-24 07:13:00,7,433,2,0,S1,0.6295912885442627,1.0,0.6295912885442627,9594,Medium,None,0,0,660
2025-09-24,2025-09-24 07:14:00,7,434,2,0,S1,0.6430544067956073,1.0,0.6430544067956073,9799,High,None,0,0,660
2025-09-24,2025-09-24 07:15:00,7,435,2,0,S1,0.6565306597126335,1.0,0.6565306597126335,10004,High,None,0,0,660
2025-09-24,2025-09-24 07:16:00,7,436,2,0,S1,0.6700068879809459,1.0,0.6700068879809459,10210,High,None,0,0,660
2025-09-24,2025-09-24 07:17:00,7,437,2,0,S1,0.6834696366573507,1.0,0.6834696366573507,10415,High,None,0,0,660
2025-09-24,2025-09-24 07:18:00,7,438,2,0,S1,0.6969051754643524,1.0,0.6969051754643524,10620,High,None,0,0,660
2025-09-24,2025-09-24 07:19:00,7,439,2,0,S1,0.7102995202173131,1.0,0.7102995202173131,10824,High,None,0,0,660
2025-09-24,2025-09-24 07:20:00,7,440,2,0,S1,0.7236384553447268,1.0,0.7236384553447268,11027,High,None,0,0,660
2025-09-24,2025-09-24 07:21:00,7,441,2,0,S1,0.7369075574573878,1.0,0.7369075574573878,11229,High,None,0,0,660
2025-09-24,2025-09-24 07:22:00,7,442,2,0,S1,0.7500922199176513,1.0,0.7500922199176513,11430,High,None,0,0,660
2025-09-24,2025-09-24 07:23:00,7,443,2,0,S1,0.763177678,1.0,0.763177678,11629,High,None,0,0,660
2025-09-24,2025-09-24 07:24:00,7,444,2,0,S1,0.7761490370736909,1.0,0.7761490370736909,11827,High,None,0,0,660
2025-09-24,2025-09-24 07:25:00,7,445,2,0,S1,0.7889912962803088,1.0,0.7889912962803088,12023,High,None,0,0,660
2025-09-24,2025-09-24 07:26:00,7,446,2,0,S1,0.8016893800824371,1.0,0.8016893800824371,12216,High,None,0,0,660
2025-09-24,2025-09-24 07:27:00,7,447,2,0,S1,0.8142281651714905,1.0,0.8142281651714905,12407,High,None,0,0,660
2025-09-24,2025-09-24 07:28:00,7,448,2,0,S1,0.8265925101265281,1.0,0.8265925101265281,12596,High,None,0,0,660
2025-09-24,2025-09-24 07:29:00,7,449,2,0,S1,0.8387672852587114,1.0,0.8387672852587114,12781,High,None,0,0,660
2025-09-24,2025-09-24 07:30:00,7,450,2,0,S1,0.8507374029168081,1.0,0.8507374029168081,12964,High,None,0,0,660
2025-09-24,2025-09-24 07:31:00,7,451,2,0,S1,0.8624878481707274,1.0,0.8624878481707274,13143,High,None,0,0,660
2025-09-24,2025-09-24 07:32:00,7,452,2,0,S1,0.8740037097874372,1.0,0.8740037097874372,13318,High,None,0,0,660
2025-09-24,2025-09-24 07:33:00,7,453,2,0,S1,0.885270211,1.0,0.885270211,13490,High,None,0,0,660
2025-09-24,2025-09-24 07:34:00,7,454,2,0,S1,0.8962727428586205,1.0,0.8962727428586205,13657,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:35:00,7,455,2,0,S1,0.906996891,1.0,0.906996891,13821,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:36:00,7,456,2,0,S1,0.9174284731834108,1.0,0.9174284731834108,13980,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:37:00,7,457,2,0,S1,0.9275535639640377,1.0,0.9275535639640377,14134,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:38:00,7,458,2,0,S1,0.9373585302803528,1.0,0.9373585302803528,14284,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:39:00,7,459,2,0,S1,0.9468300597468688,1.0,0.9468300597468688,14428,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:40:00,7,460,2,0,S1,0.9559551911095095,1.0,0.9559551911095095,14567,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:41:00,7,461,2,0,S1,0.964721344,1.0,0.964721344,14701,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:42:00,7,462,2,0,S1,0.9731163463866358,1.0,0.9731163463866358,14828,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:43:00,7,463,2,0,S1,0.9811284654622024,1.0,0.9811284654622024,14951,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:44:00,7,464,2,0,S1,0.988746432,1.0,0.988746432,15067,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:45:00,7,465,2,0,S1,0.9959594689067656,1.0,0.9959594689067656,15177,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:46:00,7,466,2,0,S1,1.0027573147659876,1.0,1.0027573147659876,15280,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:47:00,7,467,2,0,S1,1.0091302497107983,1.0,1.0091302497107983,15377,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:48:00,7,468,2,0,S1,1.0150691177896805,1.0,1.0150691177896805,15468,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:49:00,7,469,2,0,S1,1.0205653490349351,1.0,1.0205653490349351,15551,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:50:00,7,470,2,0,S1,1.025610980064846,1.0,1.025610980064846,15628,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:51:00,7,471,2,0,S1,1.0301986733067552,1.0,1.0301986733067552,15698,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:52:00,7,472,2,0,S1,1.0343217347761178,1.0,1.0343217347761178,15761,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:53:00,7,473,2,0,S1,1.037974130351234,1.0,1.037974130351234,15817,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:54:00,7,474,2,0,S1,1.0411505004882848,1.0,1.0411505004882848,15865,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:55:00,7,475,2,0,S1,1.0438461733264413,1.0,1.0438461733264413,15906,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:56:00,7,476,2,0,S1,1.046057176138191,1.0,1.046057176138191,15940,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:57:00,7,477,2,0,S1,1.0477802450856064,1.0,1.0477802450856064,15966,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:58:00,7,478,2,0,S1,1.0490128332490112,1.0,1.0490128332490112,15985,Extreme,None,0,0,660
2025-09-24,2025-09-24 07:59:00,7,479,2,0,S1,1.0497531169004024,1.0,1.0497531169004024,15996,Extreme,None,0,0,660
2025-09-24,2025-09-24 08:00:00,8,480,2,0,S1,1.05,1.0,1.05,16000,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:01:00,8,481,2,0,S1,1.0497531169004024,1.0,1.0497531169004024,15996,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:02:00,8,482,2,0,S1,1.0490128332490112,1.0,1.0490128332490112,15985,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:03:00,8,483,2,0,S1,1.0477802450856064,1.0,1.0477802450856064,15966,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:04:00,8,484,2,0,S1,1.046057176138191,1.0,1.046057176138191,15940,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:05:00,8,485,2,0,S1,1.0438461733264413,1.0,1.0438461733264413,15906,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:06:00,8,486,2,0,S1,1.0411505004882848,1.0,1.0411505004882848,15865,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:07:00,8,487,2,0,S1,1.037974130351234,1.0,1.037974130351234,15817,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:08:00,8,488,2,0,S1,1.0343217347761178,1.0,1.0343217347761178,15761,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:09:00,8,489,2,0,S1,1.0301986733067552,1.0,1.0301986733067552,15698,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:10:00,8,490,2,0,S1,1.025610980064846,1.0,1.025610980064846,15628,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:11:00,8,491,2,0,S1,1.0205653490349351,1.0,1.0205653490349351,15551,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:12:00,8,492,2,0,S1,1.0150691177896805,1.0,1.0150691177896805,15468,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:13:00,8,493,2,0,S1,1.0091302497107983,1.0,1.0091302497107983,15377,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:14:00,8,494,2,0,S1,1.0027573147659876,1.0,1.0027573147659876,15280,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:15:00,8,495,2,0,S1,0.9959594689067656,1.0,0.9959594689067656,15177,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:16:00,8,496,2,0,S1,0.988746432,1.0,0.988746432,15067,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:17:00,8,497,2,0,S1,0.9811284654622024,1.0,0.9811284654622024,14951,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:18:00,8,498,2,0,S1,0.9731163463866358,1.0,0.9731163463866358,14828,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:19:00,8,499,2,0,S1,0.964721344,1.0,0.964721344,14701,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:20:00,8,500,2,0,S1,0.9559551911095095,1.0,0.9559551911095095,14567,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:21:00,8,501,2,0,S1,0.9468300597468688,1.0,0.9468300597468688,14428,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:22:00,8,502,2,0,S1,0.9373585302803528,1.0,0.9373585302803528,14284,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:23:00,8,503,2,0,S1,0.9275535639640377,1.0,0.9275535639640377,14134,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:24:00,8,504,2,0,S1,0.9174284731834108,1.0,0.9174284731834108,13980,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:25:00,8,505,2,0,S1,0.906996891,1.0,0.906996891,13821,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:26:00,8,506,2,0,S1,0.8962727428586205,1.0,0.8962727428586205,13657,Extreme,None,0,0,420
2025-09-24,2025-09-24 08:27:00,8,507,2,0,S1,0.885270211,1.0,0.885270211,13490,High,None,0,0,420
2025-09-24,2025-09-24 08:28:00,8,508,2,0,S1,0.8740037097874372,1.0,0.8740037097874372,13318,High,None,0,0,420
2025-09-24,2025-09-24 08:29:00,8,509,2,0,S1,0.8624878481707274,1.0,0.8624878481707274,13143,High,None,0,0,420
2025-09-24,2025-09-24 08:30:00,8,510,2,0,S1,0.8507374029168081,1.0,0.8507374029168081,12964,High,None,0,0,420
2025-09-24,2025-09-24 08:31:00,8,511,2,0,S1,0.8387672852587114,1.0,0.8387672852587114,12781,High,None,0,0,420
2025-09-24,2025-09-24 08:32:00,8,512,2,0,S1,0.8265925101265281,1.0,0.8265925101265281,12596,High,None,0,0,420
2025-09-24,2025-09-24 08:33:00,8,513,2,0,S1,0.8142281651714905,1.0,0.8142281651714905,12407,High,None,0,0,420
2025-09-24,2025-09-24 08:34:00,8,514,2,0,S1,0.8016893800824371,1.0,0.8016893800824371,12216,High,None,0,0,420
2025-09-24,2025-09-24 08:35:00,8,515,2,0,S1,0.7889912962803088,1.0,0.7889912962803088,12023,High,None,0,0,420
2025-09-24,2025-09-24 08:36:00,8,516,2,0,S1,0.7761490370736909,1.0,0.7761490370736909,11827,High,None,0,0,420
2025-09-24,2025-09-24 08:37:00,8,517,2,0,S1,0.763177678,1.0,0.763177678,11629,High,None,0,0,420
2025-09-24,2025-09-24 08:38:00,8,518,2,0,S1,0.7500922199176513,1.0,0.7500922199176513,11430,High,None,0,0,420
2025-09-24,2025-09-24 08:39:00,8,519,2,0,S1,0.7369075574573878,1.0,0.7369075574573878,11229,High,None,0,0,420
2025-09-24,2025-09-24 08:40:00,8,520,2,0,S1,0.7236384553447268,1.0,0.7236384553447268,11027,High,None,0,0,420
2025-09-24,2025-09-24 08:41:00,8,521,2,0,S1,0.7102995202173131,1.0,0.7102995202173131,10824,High,None,0,0,420
2025-09-24,2025-09-24 08:42:00,8,522,2,0,S1,0.6969051754643524,1.0,0.6969051754643524,10620,High,None,0,0,420
2025-09-24,2025-09-24 08:43:00,8,523,2,0,S1,0.6834696366573507,1.0,0.6834696366573507,10415,High,None,0,0,420
2025-09-24,2025-09-24 08:44:00,8,524,2,0,S1,0.6700068879809459,1.0,0.6700068879809459,10210,High,None,0,0,420
2025-09-24,2025-09-24 08:45:00,8,525,2,0,S1,0.6565306597126335,1.0,0.6565306597126335,10004,High,None,0,0,420
2025-09-24,2025-09-24 08:46:00,8,526,2,0,S1,0.6430544067956073,1.0,0.6430544067956073,9799,High,None,0,0,420
2025-09-24,2025-09-24 08:47:00,8,527,2,0,S1,0.6295912885442627,1.0,0.6295912885442627,9594,Medium,None,0,0,420
2025-09-24,2025-09-24 08:48:00,8,528,2,0,S1,0.6161541495171976,1.0,0.6161541495171976,9389,Medium,None,0,0,420
2025-09-24,2025-09-24 08:49:00,8,529,2,0,S1,0.6027555015877842,1.0,0.6027555015877842,9185,Medium,None,0,0,420
2025-09-24,2025-09-24 08:50:00,8,530,2,0,S1,0.5894075072376266,1.0,0.5894075072376266,8981,Medium,None,0,0,420
2025-09-24,2025-09-24 08:51:00,8,531,2,0,S1,0.5761219640934566,1.0,0.5761219640934566,8779,Medium,None,0,0,420
2025-09-24,2025-09-24 08:52:00,8,532,2,0,S1,0.5629102907232947,1.0,0.5629102907232947,8578,Medium,None,0,0,420
2025-09-24,2025-09-24 08:53:00,8,533,2,0,S1,0.5497835137030316,1.0,0.5497835137030316,8378,Medium,None,0,0,420
2025-09-24,2025-09-24 08:54:00,8,534,2,0,S1,0.5367522559599717,1.0,0.5367522559599717,8179,Medium,None,0,0,420
2025-09-24,2025-09-24 08:55:00,8,535,2,0,S1,0.523826726,1.0,0.523826726,7982,Medium,None,0,0,420
2025-09-24,2025-09-24 08:56:00,8,536,2,0,S1,0.5110167107835354,1.0,0.5110167107835354,7787,Medium,None,0,0,420
2025-09-24,2025-09-24 08:57:00,8,537,2,0,S1,0.498331564,1.0,0.498331564,7594,Medium,None,0,0,420
2025-09-24,2025-09-24 08:58:00,8,538,2,0,S1,0.4857802031543156,1.0,0.4857802031543156,7402,Medium,None,0,0,420
2025-09-24,2025-09-24 08:59:00,8,539,2,0,S1,0.4733711028530494,1.0,0.4733711028530494,7213,Medium,None,0,0,420
2025-09-24,2025-09-24 09:00:00,9,540,2,0,S1,0.4611122905071874,1.0,0.4611122905071874,7026,Medium,None,0,0,660
2025-09-24,2025-09-24 09:01:00,9,541,2,0,S1,0.44901134372866,1.0,0.44901134372866,6842,Medium,None,0,0,660
2025-09-24,2025-09-24 09:02:00,9,542,2,0,S1,0.4370753885499897,1.0,0.4370753885499897,6660,Medium,None,0,0,660
2025-09-24,2025-09-24 09:03:00,9,543,2,0,S1,0.4253110988513995,1.0,0.4253110988513995,6481,Medium,None,0,0,660
2025-09-24,2025-09-24 09:04:00,9,544,2,0,S1,0.4137246969042016,1.0,0.4137246969042016,6304,Medium,None,0,0,660
2025-09-24,2025-09-24 09:05:00,9,545,2,0,S1,0.4023219549954969,1.0,0.4023219549954969,6131,Medium,None,0,0,660
2025-09-24,2025-09-24 09:06:00,9,546,2,0,S1,0.3911081980965921,1.0,0.3911081980965921,5960,Medium,None,0,0,660
2025-09-24,2025-09-24 09:07:00,9,547,2,0,S1,0.3800883075351398,1.0,0.3800883075351398,5792,Medium,None,0,0,660
2025-09-24,2025-09-24 09:08:00,9,548,2,0,S1,0.3692667256288431,1.0,0.3692667256288431,5627,Medium,None,0,0,660
2025-09-24,2025-09-24 09:09:00,9,549,2,0,S1,0.3586474612366189,1.0,0.3586474612366189,5465,Medium,None,0,0,660
2025-09-24,2025-09-24 09:10:00,9,550,2,0,S1,0.3482340961814215,1.0,0.3482340961814215,5306,Medium,None,0,0,660
2025-09-24,2025-09-24 09:11:00,9,551,2,0,S1,0.3380297924974456,1.0,0.3380297924974456,5151,Medium,None,0,0,660
2025-09-24,2025-09-24 09:12:00,9,552,2,0,S1,0.328037300453194,1.0,0.328037300453194,4999,Medium,None,0,0,660
2025-09-24,2025-09-24 09:13:00,9,553,2,0,S1,0.3182589673008851,1.0,0.3182589673008851,4850,Medium,None,0,0,660
2025-09-24,2025-09-24 09:14:00,9,554,2,0,S1,0.308696747,1.0,0.308696747,4704,Low,None,0,0,660
2025-09-24,2025-09-24 09:15:00,9,555,2,0,S1,0.2993522087772962,1.0,0.2993522087772962,4562,Low,None,0,0,660
2025-09-24,2025-09-24 09:16:00,9,556,2,0,S1,0.2902265507324824,1.0,0.2902265507324824,4422,Low,None,0,0,660
2025-09-24,2025-09-24 09:17:00,9,557,2,0,S1,0.2813206080041767,1.0,0.2813206080041767,4287,Low,None,0,0,660
2025-09-24,2025-09-24 09:18:00,9,558,2,0,S1,0.2726348658788909,1.0,0.2726348658788909,4154,Low,None,0,0,660
2025-09-24,2025-09-24 09:19:00,9,559,2,0,S1,0.2641694715316088,1.0,0.2641694715316088,4025,Low,None,0,0,660
2025-09-24,2025-09-24 09:20:00,9,560,2,0,S1,0.2559242464341987,1.0,0.2559242464341987,3900,Low,None,0,0,660
2025-09-24,2025-09-24 09:21:00,9,561,2,0,S1,0.2478986990836146,1.0,0.2478986990836146,3778,Low,None,0,0,660
2025-09-24,2025-09-24 09:22:00,9,562,2,0,S1,0.2400920380007587,1.0,0.2400920380007587,3659,Low,None,0,0,660
2025-09-24,2025-09-24 09:23:00,9,563,2,0,S1,0.2325031849518363,1.0,0.2325031849518363,3543,Low,None,0,0,660
2025-09-24,2025-09-24 09:24:00,9,564,2,0,S1,0.2251307883451509,1.0,0.2251307883451509,3431,Low,None,0,0,660
2025-09-24,2025-09-24 09:25:00,9,565,2,0,S1,0.2179732367575336,1.0,0.2179732367575336,3321,Low,None,0,0,660
2025-09-24,2025-09-24 09:26:00,9,566,2,0,S1,0.2110286725459804,1.0,0.2110286725459804,3216,Low,None,0,0,660
