timestamp,station_id,base_demand,base_demand_norm,modifier,base_demand_adj,demand_norm_final,weather_code,holiday_flag,event_flag,special_event_type,peak_capacity,lambda,cabin_passenger_count,vip_cabin_passenger_count,cabin_capacity,vip_cabin_capacity,cabin_occupancy,vip_cabin_occupancy,platform_queue_estimate,platform_wait_sec,hour,day_of_week,is_weekend,train_id,carriage_count,headway_seconds
2025-09-23 06:37:00,S1,0.2325031849518363,0.2214316047160345,2.168674698795181,0.5042237745943439,0.22143160471603457,Sunny,1,0,None,220,56.50063699036726,57,2,220,40,25.9,5.0,6,50,6,1,0,TRN045,6,240
2025-09-23 06:38:00,S1,0.2400920380007587,0.2286590838102464,2.168674698795181,0.5206815281944166,0.2286590838102464,Sunny,1,0,None,220,58.01840760015175,54,2,220,40,24.5,5.0,5,50,6,1,0,TRN045,6,240
2025-09-23 06:39:00,S1,0.2478986990836146,0.236093999127252,2.168674698795181,0.537611636566875,0.23609399912725196,Sunny,1,0,None,220,59.57973981672291,72,2,220,40,32.7,5.0,9,52,6,1,0,TRN045,6,240
2025-09-23 06:40:00,S1,0.2559242464341987,0.2437373775563797,2.168674698795181,0.5550164380500695,0.2437373775563797,Sunny,1,0,None,220,61.184849286839736,59,2,220,40,26.8,5.0,11,41,6,1,0,TRN045,6,240
2025-09-23 06:41:00,S1,0.2641694715316088,0.2515899728872465,2.168674698795181,0.5728976491046939,0.2515899728872465,Sunny,1,0,None,220,62.83389430632177,56,2,220,40,25.5,5.0,6,40,6,1,0,TRN045,6,240
2025-09-23 06:42:00,S1,0.2726348658788909,0.2596522532179913,2.168674698795181,0.5912563356409684,0.25965225321799135,Sunny,1,0,None,220,64.52697317577818,59,2,220,40,26.8,5.0,4,34,6,1,0,TRN045,6,240
2025-09-23 06:43:00,S1,0.2813206080041767,0.2679243885754063,2.168674698795181,0.6100928848283351,0.2679243885754064,Sunny,1,0,None,220,66.26412160083535,81,2,220,40,36.8,5.0,5,50,6,1,0,TRN045,6,240
2025-09-23 06:44:00,S1,0.2902265507324824,0.2764062387928404,2.168674698795181,0.6294069774921306,0.2764062387928404,Sunny,1,0,None,220,68.04531014649648,71,2,220,40,32.3,5.0,5,61,6,1,0,TRN045,6,240
2025-09-23 06:45:00,S1,0.2993522087772962,0.285097341692663,2.168674698795181,0.6491975612037749,0.28509734169266304,Sunny,1,0,None,220,69.87044175545924,78,2,220,40,35.5,5.0,12,73,6,1,0,TRN045,6,240
2025-09-23 06:46:00,S1,0.308696746701885,0.2939969016208428,2.168674698795181,0.6694628241727628,0.2939969016208429,Sunny,1,0,None,220,71.739349340377,84,3,220,40,38.2,7.5,9,77,6,1,0,TRN045,6,240
2025-09-23 06:47:00,S1,0.3182589673008851,0.3031037783817953,2.168674698795181,0.6902001700501124,0.3031037783817953,Sunny,1,0,None,220,73.65179346017702,69,2,220,40,31.4,5.0,6,33,6,1,0,TRN045,6,240
2025-09-23 06:48:00,S1,0.328037300453194,0.3124164766220896,2.168674698795181,0.7114061937539148,0.3124164766220895,Sunny,1,0,None,220,75.6074600906388,68,2,220,40,30.9,5.0,6,53,6,1,0,TRN045,6,240
2025-09-23 06:49:00,S1,0.3380297924974456,0.3219331357118529,2.168674698795181,0.7330766584281954,0.32193313571185295,Sunny,1,0,None,220,77.60595849948912,75,2,220,40,34.1,5.0,9,50,6,1,0,TRN045,6,240
2025-09-23 06:50:00,S1,0.3482340961814215,0.3316515201727824,2.168674698795181,0.7552064736464563,0.3316515201727824,Sunny,1,0,None,220,79.6468192362843,67,2,220,40,30.5,5.0,7,56,6,1,0,TRN045,6,240
2025-09-23 06:51:00,S1,0.3586474612366189,0.3415690107015418,2.168674698795181,0.7777896749709808,0.3415690107015418,Sunny,1,0,None,220,81.72949224732378,100,3,220,40,45.5,7.5,11,78,6,1,0,TRN045,6,240
2025-09-23 06:52:00,S1,0.3692667256288431,0.3516825958369934,2.168674698795181,0.8008194049782141,0.35168259583699346,Sunny,1,0,None,220,83.85334512576863,84,3,220,40,38.2,7.5,14,75,6,1,0,TRN045,6,240
2025-09-23 06:53:00,S1,0.3800883075351398,0.3619888643191807,2.168674698795181,0.8242878958593394,0.3619888643191807,Sunny,1,0,None,220,86.01766150702795,111,3,220,40,50.5,7.5,18,91,6,1,0,TRN045,6,240
2025-09-23 06:54:00,S1,0.3911081980965921,0.3724839981872305,2.168674698795181,0.8481864537034528,0.37248399818723055,Sunny,1,0,None,220,88.22163961931841,88,3,220,40,40.0,7.5,6,53,6,1,0,TRN045,6,240
2025-09-23 06:55:00,S1,0.4023219549954969,0.383163766662378,2.168674698795181,0.8725054445685476,0.383163766662378,Sunny,1,0,None,220,90.46439099909938,84,3,220,40,38.2,7.5,11,59,6,1,0,TRN045,6,240
2025-09-23 06:56:00,S1,0.4137246969042016,0.3940235208611444,2.168674698795181,0.897234282442847,0.3940235208611444,Sunny,1,0,None,220,92.74493938084032,96,3,220,40,43.6,7.5,9,79,6,1,0,TRN045,6,240
2025-09-23 06:57:00,S1,0.4253110988513995,0.4050581893822852,2.168674698795181,0.9223614191958063,0.4050581893822852,Sunny,1,0,None,220,95.0622197702799,73,2,220,40,33.2,5.0,8,61,6,1,0,TRN045,6,240
2025-09-23 06:58:00,S1,0.4370753885499897,0.416262274809514,2.168674698795181,0.9478743366144355,0.41626227480951394,Sunny,1,0,None,220,97.41507770999793,113,3,220,40,51.4,7.5,14,78,6,1,0,TRN045,6,240
2025-09-23 06:59:00,S1,0.44901134372866,0.4276298511701524,2.168674698795181,0.9737595406163712,0.42762985117015234,Sunny,1,0,None,220,99.802268745732,88,3,220,40,40.0,7.5,10,57,6,1,0,TRN045,6,240
2025-09-23 07:00:00,S1,0.4611122905071874,0.4391545623877975,2.168674698795181,1.0000025577264307,0.43915456238779754,Sunny,1,0,None,220,102.22245810143748,107,3,220,40,48.6,7.5,14,88,7,1,0,TRN045,6,240
2025-09-23 07:01:00,S1,0.4733711028530494,0.450829621764809,2.168674698795181,1.0265879338981796,0.45082962176480895,Sunny,1,0,None,220,104.67422057060988,96,3,220,40,43.6,7.5,14,65,7,1,0,TRN045,6,240
2025-09-23 07:02:00,S1,0.4857802031543156,0.4626478125279196,2.168674698795181,1.0534992357563473,0.46264781252791964,Sunny,1,0,None,220,107.15604063086313,103,3,220,40,46.8,7.5,13,68,7,1,0,TRN045,6,240
2025-09-23 07:03:00,S1,0.498331563940943,0.4746014894675647,2.168674698795181,1.080719054329756,0.47460148946756475,Sunny,1,0,None,220,109.66631278818859,114,3,220,40,51.8,7.5,12,89,7,1,0,TRN045,6,240
2025-09-23 07:04:00,S1,0.5110167107835354,0.4866825816986051,2.168674698795181,1.1082290113377877,0.4866825816986051,Sunny,1,0,None,220,112.20334215670708,95,3,220,40,43.2,7.5,10,73,7,1,0,TRN045,6,240
2025-09-23 07:05:00,S1,0.523826726395364,0.4988825965670133,2.168674698795181,1.1360097680863317,0.49888259656701334,Sunny,1,0,None,220,114.7653452790728,109,3,220,40,49.5,7.5,9,80,7,1,0,TRN045,6,240
2025-09-23 07:06:00,S1,0.5367522559599717,0.5111926247237826,2.168674698795181,1.1640410370216254,0.5111926247237825,Sunny,1,0,None,220,117.35045119199432,123,4,220,40,55.9,10.0,12,94,7,1,0,TRN045,6,240
2025-09-23 07:07:00,S1,0.5497835137030316,0.5236033463838395,2.168674698795181,1.1923015959824783,0.5236033463838397,Sunny,1,0,None,220,119.95670274060633,120,4,220,40,54.5,10.0,20,98,7,1,0,TRN045,6,240
2025-09-23 07:08:00,S1,0.5629102907232947,0.5361050387840901,2.168674698795181,1.2207693051830488,0.5361050387840901,Sunny,1,0,None,220,122.58205814465892,127,4,220,40,57.7,10.0,13,97,7,1,0,TRN045,6,240
2025-09-23 07:09:00,S1,0.5761219640934566,0.5486875848509111,2.168674698795181,1.2494211269496651,0.5486875848509111,Sunny,1,0,None,220,125.22439281869133,132,4,220,40,60.0,10.0,12,109,7,1,0,TRN045,6,240
2025-09-23 07:10:00,S1,0.5894075072376266,0.5613404830834539,2.168674698795181,1.2782331482261784,0.561340483083454,Sunny,1,0,None,220,127.88150144752534,150,4,220,40,68.2,10.0,19,119,7,1,0,TRN045,6,240
2025-09-23 07:11:00,S1,0.6027555015877842,0.5740528586550325,2.168674698795181,1.3071806058530262,0.5740528586550326,Sunny,1,0,None,220,130.55110031755686,125,4,220,40,56.8,10.0,15,104,7,1,0,TRN045,6,240
2025-09-23 07:12:00,S1,0.6161541495171976,0.5868134757306643,2.168674698795181,1.3362379146156094,0.5868134757306643,Sunny,1,0,None,220,133.2308299034395,154,5,220,40,70.0,12.5,18,135,7,1,0,TRN045,6,240
2025-09-23 07:13:00,S1,0.6295912885442627,0.5996107509945359,2.168674698795181,1.3653786980477989,0.599610750994536,Sunny,1,0,None,220,135.91825770885254,127,4,220,40,57.7,10.0,19,112,7,1,0,TRN045,6,240
2025-09-23 07:14:00,S1,0.6430544067956073,0.6124327683767689,2.168674698795181,1.3945758219663775,0.6124327683767689,Sunny,1,0,None,220,138.61088135912146,151,5,220,40,68.6,12.5,20,136,7,1,0,TRN045,6,240
2025-09-23 07:15:00,S1,0.6565306597126335,0.6252672949644128,2.168674698795181,1.423801430702097,0.6252672949644129,Sunny,1,0,None,220,141.30613194252672,142,4,220,40,64.5,10.0,15,125,7,1,0,TRN045,6,240
2025-09-23 07:16:00,S1,0.6700068879809459,0.6381017980770913,2.168674698795181,1.4530269859827745,0.6381017980770913,Sunny,1,0,None,220,144.00137759618917,125,4,220,40,56.8,10.0,14,105,7,1,0,TRN045,6,240
2025-09-23 07:17:00,S1,0.6834696366573507,0.6509234634831912,2.168674698795181,1.482223308413532,0.6509234634831912,Sunny,1,0,None,220,146.69392733147015,165,5,220,40,75.0,12.5,18,131,7,1,0,TRN045,6,240
2025-09-23 07:18:00,S1,0.6969051754643524,0.6637192147279546,2.168674698795181,1.5113606214889572,0.6637192147279547,Sunny,1,0,None,220,149.3810350928705,143,4,220,40,65.0,10.0,20,113,7,1,0,TRN045,6,240
2025-09-23 07:19:00,S1,0.7102995202173131,0.6764757335402982,2.168674698795181,1.540408598061643,0.6764757335402982,Sunny,1,0,None,220,152.05990404346264,160,5,220,40,72.7,12.5,18,122,7,1,0,TRN045,6,240
2025-09-23 07:20:00,S1,0.7236384553447268,0.6891794812806922,2.168674698795181,1.5693364091813355,0.6891794812806922,Sunny,1,0,None,220,154.72769106894535,172,5,220,40,78.2,12.5,15,141,7,1,0,TRN045,6,240
2025-09-23 07:21:00,S1,0.7369075574573878,0.7018167213879883,2.168674698795181,1.598112775208793,0.7018167213879883,Sunny,1,0,None,220,157.38151149147754,163,5,220,40,74.1,12.5,19,140,7,1,0,TRN045,6,240
2025-09-23 07:22:00,S1,0.7500922199176513,0.7143735427787155,2.168674698795181,1.6267060190985212,0.7143735427787156,Sunny,1,0,None,220,160.01844398353026,146,4,220,40,66.4,10.0,13,112,7,1,0,TRN045,6,240
2025-09-23 07:23:00,S1,0.76317767835549,0.7268358841480856,2.168674698795181,1.6550841217347978,0.7268358841480856,Sunny,1,0,None,220,162.63553567109798,167,5,220,40,75.9,12.5,27,136,7,1,0,TRN045,6,240
2025-09-23 07:24:00,S1,0.7761490370736909,0.7391895591178008,2.168674698795181,1.6832147791959564,0.7391895591178008,Sunny,1,0,None,220,165.22980741473816,146,4,220,40,66.4,10.0,15,113,7,1,0,TRN045,6,240
2025-09-23 07:25:00,S1,0.7889912962803088,0.7514202821717226,2.168674698795181,1.7110654618127181,0.7514202821717226,Sunny,1,0,None,220,167.79825925606175,170,5,220,40,77.3,12.5,20,141,7,1,0,TRN045,6,240
2025-09-23 07:26:00,S1,0.8016893800824371,0.7635136953166067,2.168674698795181,1.7386034748775747,0.7635136953166067,Sunny,1,0,None,220,170.33787601648743,176,5,220,40,80.0,12.5,22,139,7,1,0,TRN045,6,240
2025-09-23 07:27:00,S1,0.8142281651714905,0.7754553954014195,2.168674698795181,1.7657960208538352,0.7754553954014196,Sunny,1,0,None,220,172.84563303429812,181,5,220,40,82.3,12.5,21,141,7,1,0,TRN045,6,240
2025-09-23 07:28:00,S1,0.8265925101265281,0.7872309620252649,2.168674698795181,1.792610262925001,0.7872309620252649,Sunny,1,0,None,220,175.31850202530563,168,5,220,40,76.4,12.5,19,131,7,1,0,TRN045,6,240
2025-09-23 07:29:00,S1,0.8387672852587114,0.7988259859606774,2.168674698795181,1.8190133897176874,0.7988259859606774,Sunny,1,0,None,220,177.75345705174226,184,6,220,40,83.6,15.0,23,156,7,1,0,TRN045,6,240
2025-09-23 07:30:00,S1,0.8507374029168081,0.8102260980160076,2.168674698795181,1.8449726810244034,0.8102260980160078,Sunny,1,0,None,220,180.14748058336164,186,6,220,40,84.5,15.0,27,151,7,1,0,TRN045,6,240
2025-09-23 07:31:00,S1,0.8624878481707274,0.8214169982578357,2.168674698795181,1.8704555743461562,0.8214169982578357,Sunny,1,0,None,220,182.4975696341455,161,5,220,40,73.2,12.5,22,127,7,1,0,TRN045,6,240
2025-09-23 07:32:00,S1,0.8740037097874372,0.832384485511845,2.168674698795181,1.8954297320691413,0.832384485511845,Sunny,1,0,None,220,184.80074195748745,175,5,220,40,79.5,12.5,25,146,7,1,0,TRN045,6,240
2025-09-23 07:33:00,S1,0.885270211411272,0.8431144870583543,2.168674698795181,1.9198631090846867,0.8431144870583543,Sunny,1,0,None,220,187.05404228225441,207,6,220,40,94.1,15.0,22,165,7,1,0,TRN045,6,240
2025-09-23 07:34:00,S1,0.8962727428586205,0.8535930884367814,2.168674698795181,1.9437240206572495,0.8535930884367814,Sunny,1,0,None,220,189.2545485717241,202,6,220,40,91.8,15.0,25,177,7,1,0,TRN045,6,240
2025-09-23 07:35:00,S1,0.906996891435279,0.8638065632716942,2.168674698795181,1.9669812103415691,0.8638065632716942,Sunny,1,0,None,220,191.39937828705578,194,6,220,40,88.2,15.0,24,149,7,1,0,TRN045,6,240
2025-09-23 07:36:00,S1,0.9174284731834108,0.8737414030318198,2.168674698795181,1.9896039177471563,0.8737414030318198,Sunny,1,0,None,220,193.48569463668215,180,5,220,40,81.8,12.5,23,145,7,1,0,TRN045,6,240
2025-09-23 07:37:00,S1,0.9275535639640377,0.8833843466324168,2.168674698795181,2.0115619459461063,0.8833843466324169,Sunny,1,0,None,220,195.51071279280757,186,6,220,40,84.5,15.0,26,138,7,1,0,TRN045,6,240
2025-09-23 07:38:00,S1,0.9373585302803528,0.8927224097908121,2.168674698795181,2.0328257283188376,0.8927224097908121,Sunny,1,0,None,220,197.47170605607053,203,6,220,40,92.3,15.0,24,163,7,1,0,TRN045,6,240
2025-09-23 07:39:00,S1,0.9468300597468688,0.9017429140446368,2.168674698795181,2.053366394631764,0.901742914044637,Sunny,1,0,None,220,199.36601194937379,220,7,220,40,100.0,17.5,25,163,7,1,0,TRN045,6,240
2025-09-23 07:40:00,S1,0.9559551911095095,0.91043351534239,2.168674698795181,2.0731558361411055,0.9104335153423901,Sunny,1,0,None,220,201.19103822190192,198,6,220,40,90.0,15.0,25,169,7,1,0,TRN045,6,240
2025-09-23 07:41:00,S1,0.964721343722234,0.9187822321164132,2.168674698795181,2.092166769518098,0.9187822321164132,Sunny,1,0,None,220,202.94426874444676,194,6,220,40,88.2,15.0,18,166,7,1,0,TRN045,6,240
2025-09-23 07:42:00,S1,0.9731163463866358,0.9267774727491768,2.168674698795181,2.1103727993927044,0.9267774727491769,Sunny,1,0,None,220,204.62326927732715,220,7,220,40,100.0,17.5,26,188,7,1,0,TRN045,6,240
2025-09-23 07:43:00,S1,0.9811284654622024,0.9344080623449548,2.168674698795181,2.12774847931562,0.9344080623449547,Sunny,1,0,None,220,206.22569309244048,190,6,220,40,86.4,15.0,22,156,7,1,0,TRN045,6,240
2025-09-23 07:44:00,S1,0.988746432156527,0.941663268720502,2.168674698795181,2.144269370941866,0.9416632687205019,Sunny,1,0,None,220,207.7492864313054,220,7,220,40,100.0,17.5,24,171,7,1,0,TRN045,6,240
2025-09-23 07:45:00,S1,0.9959594689067656,0.9485328275302528,2.168674698795181,2.1599121012435885,0.948532827530253,Sunny,1,0,None,220,209.19189378135314,212,6,220,40,96.4,15.0,29,165,7,1,0,TRN045,6,240
2025-09-23 07:46:00,S1,1.0027573147659876,0.9550069664437976,2.168674698795181,2.174654417564793,0.9550069664437978,Sunny,1,0,None,220,210.55146295319753,192,6,220,40,87.3,15.0,20,172,7,1,0,TRN045,6,240
2025-09-23 07:47:00,S1,1.0091302497107983,0.9610764282959984,2.168674698795181,2.1884752403366714,0.9610764282959984,Sunny,1,0,None,220,211.82604994215967,220,7,220,40,100.0,17.5,26,194,7,1,0,TRN045,6,240
2025-09-23 07:48:00,S1,1.0150691177896805,0.966732493133029,2.168674698795181,2.2013547132788256,0.9667324931330291,Sunny,1,0,None,220,213.01382355793612,220,7,220,40,100.0,17.5,27,181,7,1,0,TRN045,6,240
2025-09-23 07:49:00,S1,1.0205653490349351,0.9719669990808906,2.168674698795181,2.2132742509191368,0.9719669990808906,Sunny,1,0,None,220,214.11306980698703,208,6,220,40,94.5,15.0,29,165,7,1,0,TRN045,6,240
2025-09-23 07:50:00,S1,1.025610980064846,0.9767723619665198,2.168674698795181,2.2242165832731606,0.9767723619665202,Sunny,1,0,None,220,215.12219601296923,220,7,220,40,100.0,17.5,26,194,7,1,0,TRN045,6,240
2025-09-23 07:51:00,S1,1.0301986733067552,0.981141593625481,2.168674698795181,2.2341657975327225,0.9811415936254811,Sunny,1,0,None,220,216.03973466135105,216,6,220,40,98.2,15.0,29,170,7,1,0,TRN045,6,240
2025-09-23 07:52:00,S1,1.0343217347761178,0.9850683188343978,2.168674698795181,2.2431073766229064,0.9850683188343979,Sunny,1,0,None,220,216.86434695522357,220,7,220,40,100.0,17.5,29,182,7,1,0,TRN045,6,240
2025-09-23 07:53:00,S1,1.037974130351234,0.988546790810699,2.168674698795181,2.251028234496652,0.988546790810699,Sunny,1,0,None,220,217.59482607024677,220,7,220,40,100.0,17.5,27,194,7,1,0,TRN045,6,240
2025-09-23 07:54:00,S1,1.0411505004882848,0.991571905226938,2.168674698795181,2.257916748046883,0.9915719052269378,Sunny,1,0,None,220,218.23010009765696,220,7,220,40,100.0,17.5,23,172,7,1,0,TRN045,6,240
2025-09-23 07:55:00,S1,1.0438461733264413,0.9941392126918488,2.168674698795181,2.263762785527222,0.9941392126918488,Sunny,1,0,None,220,218.76923466528825,213,6,220,40,96.8,15.0,21,183,7,1,0,TRN045,6,240
2025-09-23 07:56:00,S1,1.046057176138191,0.99624492965542,2.168674698795181,2.268557731384029,0.9962449296554199,Sunny,1,0,None,220,219.21143522763816,220,7,220,40,100.0,17.5,27,185,7,1,0,TRN045,6,240
